,catalog_number,object_id,occurrenceID,inst,collectionCode,family,sci_name,sciname,tidinterpreted,event_date,verbatimEventDate,year,startDayOfYear,country,state,county,municipality,locality,latitude,longitue,geodeticDatum,coordinateUncertaintyInMeters,georeferenceProtocol,georeferenceRemarks,georeferenceSources,url,order,Budding Prediction,Budding Prediction Confidence,Flowering Prediction,Flowering Prediction Confidence,Fruiting Prediction,Fruiting Prediction Confidence,Reproductive Prediction,Reproductive Prediction Confidence,Reproductive Ground Truth,Fruiting Ground Truth,Flowering Ground Truth,Budding Ground Truth
135,CONN00054683,65612,urn:catalog:UConn:CONN:CONN00054683,,CONN,Salicaceae,Populus grandidentata Michx.,Populus grandidentata,830031.0,10/5/1980,10-May-80,1980.0,131.0,United States of America,Connecticut,Tolland,"Mansfield, Storrs",University of Connecticut,41.80916,-72.25416,,5000.0,,,,http://bgbaseserver.eeb.uconn.edu/DATABASEIMAGES/CONN00054683.jpg,__Other,False,0.999996542930603,True,0.923651933670044,True,0.5772905349731445,True,0.991357922554016,,,,
136,CONN00054670,65599,urn:catalog:UConn:CONN:CONN00054670,,CONN,Salicaceae,Populus grandidentata Michx.,Populus grandidentata,830031.0,0/0/0,Apr 1899,1899.0,,United States of America,Connecticut,Hartford,East Hartford,East Hartford,41.76138,-72.61583,,,,,,http://bgbaseserver.eeb.uconn.edu/DATABASEIMAGES/CONN00054670.jpg,__Other,False,0.9331905841827391,True,0.9153289198875428,False,0.8136391043663025,True,0.9804086685180664,,,,
137,CONN00054666,65595,urn:catalog:UConn:CONN:CONN00054666,,CONN,Salicaceae,Populus grandidentata Michx.,Populus grandidentata,830031.0,14/4/1931,14-Apr-31,1931.0,104.0,United States of America,Connecticut,Fairfield,Brookfield,Brookfield,41.46861,-73.3925,,,,,,http://bgbaseserver.eeb.uconn.edu/DATABASEIMAGES/CONN00054666.jpg,__Other,False,0.9811176657676696,True,0.996008038520813,False,0.979473888874054,True,0.9839268326759338,,,,
138,CONN00072196,26183,urn:catalog:UConn:CONN:CONN00072196,,CONN,Salicaceae,Populus grandidentata Michx.,Populus grandidentata,830031.0,30/9/1998,30-Sep-98,1998.0,273.0,United States of America,Connecticut,Hartford,Windsor,Northwest Park,41.905,-72.70194,,5000.0,,,"no date. Topozone. TopoZone.com © Maps a la carte, Inc. - All rights reserved.",http://bgbaseserver.eeb.uconn.edu/DATABASEIMAGES/CONN00072196.jpg,__Other,False,0.9995346069335938,False,0.9784810543060304,False,0.9584590196609496,True,0.8091559410095215,,,,
139,CONN00054751,65661,urn:catalog:UConn:CONN:CONN00054751,,CONN,Salicaceae,Populus grandidentata Michx.,Populus grandidentata,830031.0,12/5/1893,12 May 1893,1893.0,132.0,United States of America,Connecticut,New Haven,Milford,Milford,41.22416,-73.06027,,,,,,http://bgbaseserver.eeb.uconn.edu/DATABASEIMAGES/CONN00054751.jpg,__Other,False,0.8990383148193359,True,0.994403839111328,False,0.9724352955818176,True,0.9565463066101074,,,,
140,UVMVT080120,1234158,urn:uuid:e9c9cb74-4b61-4c4d-b7be-d8b2245f4d1f,,,Aquifoliaceae,,Ilex verticillata,824831.0,0/0/0,,,,United States of America,Vermont,,Colchester,,44.55473,-73.21948,WGS84,11376.0,,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,"Boundary_BNDHASH_region_towns vector digital data, 2012-02-16 AND Boundary_BNDHASH_region_villages vector digital data, 2012-12-04; Vermont Center for Geographic Information, Waterbury, Vt (http://http://vcgi.vermont.gov/).",https://bisque.cyverse.org/image_service/00-h6DZMDghgb7HxZUFbDcNxL,Aquifoliales,False,0.807318389415741,True,0.996264398097992,False,0.8695686459541321,True,0.9995924830436708,,,,
141,CONN00132703,356552,urn:catalog:UConn:CONN:CONN00132703,,CONN,Aquifoliaceae,Ilex verticillata (L.) A.Gray,Ilex verticillata,824831.0,19/6/2011,19-Jun-11,2011.0,170.0,United States of America,Rhode Island,Kent,Coventry,Coventry,41.70516,-71.74575,,1000.0,,,,http://bgbaseserver.eeb.uconn.edu/DATABASEIMAGES/CONN00132703.jpg,Aquifoliales,False,0.7107549905776978,True,0.999077320098877,False,0.8922051191329956,True,0.9992364645004272,,,,
142,1158615,1915790,e2b974c3-9f89-4c13-b9a4-603bb66b9f83,NY,NY,Aquifoliaceae,Ilex verticillata (L.) A.Gray,Ilex verticillata,824831.0,22/8/2010,22 Aug 2010,2010.0,234.0,United States of America,Maine,Washington,,"S of Bucks Harbor at Howard Cove, area known locally as Jasper Beach",44.6284,-67.384028,,,GPS,"44.628436N, 67.384028W (±25m)",,http://sweetgum.nybg.org/images3/1969/385/01158615.jpg,Aquifoliales,False,0.9995912909507751,False,0.999086618423462,True,0.9901873469352722,True,0.999099850654602,,,,
143,CONN00082402,30339,urn:catalog:UConn:CONN:CONN00082402,,CONN,Aquifoliaceae,Ilex verticillata (L.) A.Gray,Ilex verticillata,824831.0,28/6/1979,28-Jun-79,1979.0,179.0,United States of America,Connecticut,Tolland,Mansfield,Storrs,41.80833,-72.25,,5000.0,,,no date. USGS Geographic Names Information System (GNIS). U. S. Geological Survey.,http://bgbaseserver.eeb.uconn.edu/DATABASEIMAGES/CONN00082402.jpg,Aquifoliales,False,0.5151079297065735,True,0.9714109897613524,False,0.938093364238739,True,0.9991012811660768,,,,
144,UVMVT080142,1234115,urn:uuid:34d8cb74-a237-4467-9c33-e3b0ba74ac75,,,Aquifoliaceae,,Ilex verticillata,824831.0,20/7/1909,1909-7-20,1909.0,201.0,United States of America,Vermont,Rutland,Brandon,,43.79975,-73.08017,WGS84,7790.0,,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,"Boundary_BNDHASH_region_towns vector digital data, 2012-02-16 AND Boundary_BNDHASH_region_villages vector digital data, 2012-12-04; Vermont Center for Geographic Information, Waterbury, Vt (http://http://vcgi.vermont.gov/).",https://bisque.cyverse.org/image_service/00-uYibSTQGnpMZ5EiFATLXK6,Aquifoliales,True,0.7681943774223328,True,0.9983799457550048,False,0.9787055850028992,True,0.9985529780387878,,,,
145,UVMVT072232,963310,urn:uuid:da630abf-2061-4cf8-8c44-40e1494646ac,,,Rosaceae,,Rosa blanda,831070.0,0/0/0,,,,United States of America,Vermont,,Williston,,44.43457,-73.08868,WGS84,7229.0,,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,"Boundary_BNDHASH_region_towns vector digital data, 2012-02-16 AND Boundary_BNDHASH_region_villages vector digital data, 2012-12-04; Vermont Center for Geographic Information, Waterbury, Vt (http://http://vcgi.vermont.gov/).",https://bisque.cyverse.org/image_service/00-gfmgSNLgsx6dJ78gUp6sGo,Rosales,False,0.8105194568634033,True,0.952215611934662,True,0.9685273170471193,True,0.9999903440475464,,,,
146,UVMVT072211,963286,urn:uuid:f11d4dd2-1c83-4993-9bbc-f55fc9ece406,,,Rosaceae,,Rosa blanda,831070.0,0/0/0,,,,United States of America,Vermont,,Manchester,,43.16564,-73.06853,WGS84,7401.0,,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,"Boundary_BNDHASH_region_towns vector digital data, 2012-02-16 AND Boundary_BNDHASH_region_villages vector digital data, 2012-12-04; Vermont Center for Geographic Information, Waterbury, Vt (http://http://vcgi.vermont.gov/).",https://bisque.cyverse.org/image_service/00-DuDdPFw87iXEz4RB7JJmsV,Rosales,False,0.8223319053649902,True,0.9994173049926758,False,0.7794074416160583,True,0.9955031275749208,,,,
147,barcode-00441400,910059,c43b58cf-52d5-4e88-8ae5-0a1d4a84f6aa,NEBC,,Rosaceae,Rosa carolina Linnaeus,Rosa carolina,831075.0,22/6/1903,"22 June, 1903",1903.0,173.0,United States of America,Massachusetts,Essex County,Andover,Andover,42.64657,-71.16872,WGS84,8942.0,,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,"Community Boundaries (Towns) from Survey Points (Polygons) vector digital data (TOWNSSURVEY_POLY.shp, http://www.mass.gov/itd/townsurvey), 2012-11-05; MassGIS, Commonwealth of Massachusetts.",https://bisque.cyverse.org/image_service/00-amVRqrMPtEeriJMGj9rpqF,Rosales,False,0.7296105027198792,True,0.9632537364959716,False,0.9085028171539308,True,0.9982914328575134,,,,
148,barcode-00562990,606974,506dbcc3-1ad2-44c1-9286-72f76e9a2654,NEBC,,Rosaceae,Rosa rugosa Thunberg,Rosa rugosa,831098.0,1/6/1917,"June 1, 1917",1917.0,152.0,United States of America,Rhode Island,,,Block Island,,,,,,,,https://bisque.cyverse.org/image_service/00-dLrucDSffyFrbEY2AHwLmn,Rosales,False,0.8466569781303406,False,0.6416298151016235,False,0.7161551713943481,True,0.9723466634750366,,,,
149,00350966,2061180,5bc497fd-d285-4f09-ac98-0dfa95445472,University of Massachusetts,MASS,Rosaceae,Amelanchier spicata (Lam.) K.Koch,Amelanchier spicata,882069.0,10/5/1999,,1999.0,130.0,United States of America,Massachusetts,Berkshire,Willaimstown,Henderson Rd.,,,,,,,,https://bisque.cyverse.org/image_service/00-xBAivB7p9ZaucJXCf4SyuL,Rosales,True,0.8473661541938782,True,0.9959582686424256,False,0.9998325109481812,True,0.9999052286148072,,,,
150,2556837,1860346,2ca4c049-be1c-432c-be44-898953b00812,NY,NY,Malvaceae,Tilia americana L.,Tilia americana,833572.0,21/7/2012,21 Jul 2012,2012.0,203.0,United States of America,New York,St. Lawrence,,"9.8 km SE of Heuvelton, small park and fishing area along edge of Oswegatchie River at bridge with Hwy. 812.",44.5439,-75.3411,,,,,,http://sweetgum.nybg.org/images3/1977/998/02556837.jpg,Malvales,False,0.9500425457954408,False,0.9834980368614196,False,0.907262682914734,True,0.9925242066383362,,,,
151,MAINE00036691,2102957,urn:uuid:91f73e9d-e22c-40f3-ac60-c873a9ba8aa6,,MAINE,Malvaceae,Tilia americana L. var. americana,Tilia americana var. americana,841968.0,14/7/1938,1938-7-14,1938.0,195.0,United States of America,Maine,Waldo,Lincolnville Center,Norton Pond woods,,,,,,,,https://bisque.cyverse.org/image_service/00-j7ei7NoR5Ba4KzNgojQEQj,Malvales,False,0.8959118127822876,False,0.9951496720314026,False,0.8429352045059204,False,0.9165018200874328,,,,
152,2557352,1841784,051be37e-5f81-4292-b557-2b2c9181da53,NY,NY,Malvaceae,Tilia heterophylla Vent.,Tilia heterophylla,859207.0,8/7/1941,08 Jul 1941,1941.0,189.0,United States of America,Pennsylvania,,,"Along top of low ridge of Alleghany mountains in open woods, about 5 miles north of Tyrone",,,,,,,,http://sweetgum.nybg.org/images3/1978/498/02557352.jpg,Malvales,True,0.9781640768051147,False,0.8967982530593872,False,0.748364269733429,True,0.9999338388442992,,,,
153,MAINE00037205,2103436,urn:uuid:99440800-dc8e-4242-a709-f28e56a7d996,,MAINE,Malvaceae,Tilia americana L. var. americana,Tilia americana var. americana,841968.0,13/8/1975,1975-8-13,1975.0,225.0,United States of America,Maine,Oxford,Porter,By Lower Spectacle Pond,43.83998,-70.94088,WGS84,6947.0,,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,"GISVIEW.MEGIS.Metwp24P vector digital data (metwp24p.shp), 03/15/2013; Maine Office of Geographic Information Systems, Augusta, ME (http://www.maine.gov/megis/catalog/).",https://bisque.cyverse.org/image_service/00-3eRjfd2G9ZH6BxWTSJZgg8,Malvales,False,0.8845251202583313,False,0.975264608860016,True,0.6003444194793701,True,0.6946709752082825,,,,
154,MAINE00036686,2102952,urn:uuid:3f590420-b147-4d06-b914-ea00f3981680,,MAINE,Malvaceae,Tilia americana L. var. americana,Tilia americana var. americana,841968.0,9/8/1968,1968-8-9,1968.0,222.0,United States of America,Maine,Waldo,Northport,"NW. lower slope of Herrick Hill, above s. edge of Herrick Bog.",44.34901,-69.00382,WGS84,6414.0,,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,"GISVIEW.MEGIS.Metwp24P vector digital data (metwp24p.shp), 03/15/2013; Maine Office of Geographic Information Systems, Augusta, ME (http://www.maine.gov/megis/catalog/).",https://bisque.cyverse.org/image_service/00-ctGf9t8zNTZZMVEv62b4vC,Malvales,False,0.9874061942100524,False,0.9975458979606628,False,0.9918922185897828,False,0.9748467803001404,,,,
155,BSN-18687,1505139,,,BSN,Campanulaceae,,Lobelia inflata,826167.0,9/8/1909,,1909.0,221.0,United States of America,Massachusetts,Norfolk,Sharon,,,,,,,,,https://bisque.cyverse.org/image_service/00-QM7ZSYKF7tCSDPwZu6AJbA,__Other,True,0.7775514721870422,True,0.9991936087608336,True,0.8023962378501892,True,0.9984018206596376,,,,
156,2349935,1886459,825d4bdd-c18f-4667-be9f-4690a0bda1c5,NY,NY,Campanulaceae,Lobelia inflata L.,Lobelia inflata,826167.0,29/7/2012,29 Jul 2012,2012.0,211.0,United States of America,Pennsylvania,Lancaster,,"Penn Township, Dead End Road, State Gameland No. 156, growing in woods aling gravel road between the road and Kettle Run",40.234,-76.34936,,,,,,http://sweetgum.nybg.org/images3/1478/008/02349935.jpg,__Other,False,0.8483401536941528,True,0.6922966241836548,True,0.8609424233436584,True,0.979319393634796,,,,
157,CONN00085341,339668,urn:catalog:UConn:CONN:CONN00085341,,CONN,Campanulaceae,Lobelia inflata L.,Lobelia inflata,826167.0,26/7/1895,26 Jul 1895,1895.0,207.0,United States of America,New York,Allegany,Rushford,McGrawville,42.34916,-78.2275,,5000.0,,,"no date. Topozone. TopoZone.com © Maps a la carte, Inc. - All rights reserved.",http://bgbaseserver.eeb.uconn.edu/DATABASEIMAGES/CONN00085341.jpg,__Other,True,0.8106605410575867,True,0.9185590147972108,True,0.9547143578529358,True,0.9999581575393676,,,,
158,CONN00085181,31492,urn:catalog:UConn:CONN:CONN00085181,,CONN,Campanulaceae,Lobelia cardinalis L.,Lobelia cardinalis,826155.0,29/7/1990,29-Jul-90,1990.0,210.0,United States of America,Connecticut,Windham,Chaplin,Chaplin,41.79472,-72.12722,,5000.0,,,no date. USGS Geographic Names Information System (GNIS). U. S. Geological Survey.,http://bgbaseserver.eeb.uconn.edu/DATABASEIMAGES/CONN00085181.jpg,__Other,True,0.6509479880332947,True,0.6871862411499023,True,0.5493309497833252,True,0.9999896287918092,,,,
159,00339218,1991217,f7771d33-fdd1-11e2-8bb4-4e51ad6f2467,University of Massachusetts,MASS,Campanulaceae,Lobelia inflata L.,Lobelia inflata,826167.0,4/8/2004,,2004.0,217.0,United States of America,Massachusetts,Essex,Lynnfield,"Eastern boundary, powerline r-o-w N/S",42.536892,-71.0695266,,1000.0,,,,https://bisque.cyverse.org/image_service/00-6aVBzFtGxoVw8fv7MsnUBX,__Other,True,0.8944856524467468,True,0.9958447813987732,True,0.967592179775238,True,0.9997829794883728,,,,
160,CONN00000520,42855,urn:catalog:UConn:CONN:CONN00000520,,CONN,Alismataceae,Sagittaria latifolia Willd. var. latifolia,Sagittaria latifolia,831497.0,10/8/1923,10-Aug-23,1923.0,222.0,United States of America,Connecticut,New London,Ledyard,Ledyard,41.43972,-72.01555,,,,,,http://bgbaseserver.eeb.uconn.edu/DATABASEIMAGES/conn00000520.jpg,Alismatales,False,0.6223404407501221,False,0.8920264840126038,True,0.9690362811088562,True,0.9995367527008056,,,,
161,barcode-01080650,1238441,5455e56a-193c-11e6-b5e0-001ec9fd629b,NEBC,,Alismataceae,Sagittaria latifolia Willdenow,Sagittaria latifolia,831497.0,27/7/1892,July 27 1892,1892.0,209.0,United States of America,Maine,,,Mount Desert Island,,,,,,,,https://bisque.cyverse.org/image_service/00-MaJYg4KmVc9FMmcBGAhVjk,Alismatales,True,0.7283869385719299,True,0.9739837050437928,False,0.9425371289253236,True,0.9994565844535828,,,,
162,UVMVT036357,746108,urn:uuid:b82bf40d-8658-4f21-8387-84c20c63f4d8,,,Alismataceae,,Sagittaria latifolia,831497.0,16/7/1968,1968-7-16,1968.0,198.0,United States of America,Vermont,Caledonia,Newark,,44.70798,-71.92441,WGS84,6986.0,,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,"Boundary_BNDHASH_region_towns vector digital data, 2012-02-16 AND Boundary_BNDHASH_region_villages vector digital data, 2012-12-04; Vermont Center for Geographic Information, Waterbury, Vt (http://http://vcgi.vermont.gov/).",https://bisque.cyverse.org/image_service/00-oqwJR7DHSPU7PnavTSuA5k,Alismatales,False,0.7614628076553345,True,0.9766331911087036,False,0.9698886871337892,True,0.9991713762283324,,,,
163,barcode-01032850,1264804,1a36ffd8-1944-11e6-b5e0-001ec9fd629b,NEBC,,Alismataceae,Sagittaria latifolia Willdenow,Sagittaria latifolia,831497.0,12/7/1912,"July 12, 1912",1912.0,194.0,United States of America,Massachusetts,Berkshire County,Monterey,Monterey,42.19057,-73.22737,WGS84,6259.0,,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,"Community Boundaries (Towns) from Survey Points (Polygons) vector digital data (TOWNSSURVEY_POLY.shp, http://www.mass.gov/itd/townsurvey), 2012-11-05; MassGIS, Commonwealth of Massachusetts.",https://bisque.cyverse.org/image_service/00-CYT3fgNMTp9KXm3xF6hcBG,Alismatales,True,0.5825028419494629,True,0.9865593910217284,False,0.9392197132110596,True,0.9966716766357422,,,,
164,barcode-01032866,1264820,613a566e-1944-11e6-b5e0-001ec9fd629b,NEBC,,Alismataceae,Sagittaria latifolia Willdenow,Sagittaria latifolia,831497.0,15/8/1917,"8/15, '17",1917.0,227.0,United States of America,Massachusetts,Berkshire County,Stockbridge,Stockbridge,42.30258,-73.3245,WGS84,6287.0,,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,"Community Boundaries (Towns) from Survey Points (Polygons) vector digital data (TOWNSSURVEY_POLY.shp, http://www.mass.gov/itd/townsurvey), 2012-11-05; MassGIS, Commonwealth of Massachusetts.",https://bisque.cyverse.org/image_service/00-4msqrZkw6rDnxW3HYLtVq3,Alismatales,False,0.7951132655143738,False,0.8577784895896912,False,0.9178009629249572,True,0.828120231628418,,,,
165,YU.038008,222810,urn:uuid:cdc5e8fb-aee7-4546-9b0c-9518a886d078,YPM,YU,Cyperaceae,Rosa wichuraiana Crep.,Carex virescens,819100.0,27/7/1920,,1920.0,209.0,United States of America,Connecticut,New Haven,Milford,,41.5161,-72.759,WGS84,97977.0,,,,https://bisque.cyverse.org/image_service/00-cu6qHskyjDtU4cP3PhWfn4,__Other,False,0.5192028284072876,True,0.5545980930328369,False,0.5542371273040771,True,0.9601817727088928,,,,
166,YU.037067,222119,urn:uuid:f08269f0-4208-4598-aa61-2236af44978f,YPM,YU,Cyperaceae,Rosa wichuraiana Crep.,Carex canescens,818720.0,0/0/0,,1861.0,,,,,,,41.5161,-72.759,WGS84,97977.0,,,,http://deliver.odai.yale.edu/content/repository/YPM/id/186372/format/3,__Other,False,0.884792685508728,True,0.5727508068084717,True,0.7878441214561462,True,0.9834575653076172,,,,
167,YU.037953,222799,urn:uuid:5940017a-cfa4-4996-be1b-7d37e9d7e39f,YPM,YU,Cyperaceae,Rosa wichuraiana Crep.,Carex tuckermanii,819081.0,27/6/1918,,1918.0,178.0,United States of America,Connecticut,Hartford,Berlin,Ox-Bow Flood Plain,41.5161,-72.759,WGS84,97977.0,,,,https://bisque.cyverse.org/image_service/00-mWuVfoJAJ3v3Yi2diXqb7E,__Other,True,0.5102413892745972,True,0.6433824896812439,False,0.5019956827163696,True,0.995473086833954,,,,
168,YU.037939,222795,urn:uuid:d628d9e7-a37f-4d7a-81ba-5b22294ad5bd,YPM,YU,Cyperaceae,Rosa wichuraiana Crep.,Carex tribuloides,819077.0,22/6/1930,,1930.0,173.0,United States of America,Connecticut,Litchfield,Salisbury,,41.5161,-72.759,WGS84,97977.0,,,,https://bisque.cyverse.org/image_service/00-6TcU4g7LLACLtVcES64iQY,__Other,False,0.8882496356964111,False,0.6910306811332703,True,0.6026087403297424,True,0.9996498823165894,,,,
169,YU.038030,222815,urn:uuid:f3548df8-63d9-4ecc-ad8b-8d03a1af7fdd,YPM,YU,Cyperaceae,Rosa wichuraiana Crep.,Carex vulpinoidea,819102.0,22/6/1883,,1883.0,173.0,United States of America,Connecticut,Hartford,Hartford,,41.5161,-72.759,WGS84,97977.0,,,,https://bisque.cyverse.org/image_service/00-msDAX3CUGu55zwQvbNkTd4,__Other,False,0.8789969682693481,False,0.5708808898925781,True,0.9666125774383544,True,0.9997826218605042,,,,
170,CHRB0008486,1563669,feb1ae8b-79ce-4d55-a4b3-a41fd6e201fe,,CHRB,Ericaceae,,Chamaedaphne calyculata,819576.0,,,,,United States,New Jersey,Middlesex,,,40.486216,-74.451819,,4983.0,,Used the GEOLocate Web Application to georeference to the city center.,GEOLocate Web Application,https://api.idigbio.org/v2/media/0c205279fe4b109028447e6fe09b34a5?size=fullsize,Ericales,False,0.7759508490562439,False,0.9823647141456604,False,0.8244024515151978,True,0.8751802444458008,,,,
171,2541888,1879322,6aedccd7-2fdd-4046-b8ef-e5d3283da3d5,NY,NY,Ericaceae,Rhododendron prinophyllum Small & Millais,Rhododendron prinophyllum,830853.0,28/5/1939,1939-5-28,1939.0,148.0,United States of America,New York,Ulster,,"Verkerderkill (Katy) Falls, Shawangunk Mountains",,,,,,,,http://sweetgum.nybg.org/images3/1951/698/02541888.jpg,Ericales,True,0.7385980486869812,True,0.9771906137466432,False,0.9851185083389282,True,0.9997028708457948,,,,
172,2545656,1913174,d9f8fddf-2bf0-44fc-b335-0fbde28b208a,NY,NY,Ericaceae,Vaccinium corymbosum var. amoenum (Aiton) A.Gray,Vaccinium corymbosum var. amoenum,874321.0,5/6/1890,1890-6-5,1890.0,156.0,United States of America,New York,Westchester,,Black Pond woods,,,,,,,,http://sweetgum.nybg.org/images3/1935/103/02545656.jpg,Ericales,False,0.9810252785682678,False,0.975702464580536,False,0.7490095496177673,True,0.6679502129554749,,,,
173,CHRB0010852,1566035,f674d185-4d16-4bfd-a3b8-784fc70144f9,,CHRB,Ericaceae,,Vaccinium corymbosum,834120.0,3/5/1956,1956-05-03 - 1956-05-03,1956.0,124.0,United States,Pennsylvania,Bucks,,swampy woods just E of Cornwells Mts.,,,,,,,,https://api.idigbio.org/v2/media/ba37e7570cb6c239c629f40063f41570?size=fullsize,Ericales,False,0.7566132545471191,True,0.8382514119148254,False,0.9708155989646912,True,0.9990969896316528,,,,
174,CONN00111468,341554,urn:catalog:UConn:CONN:CONN00111468,,CONN,Ericaceae,Rhododendron groenlandicum (Oeder) Kron & Judd,Rhododendron groenlandicum,856933.0,17/9/1953,17-Sep-53,1953.0,260.0,United States of America,New Hampshire,Coos,Pittsburg,"Second Connecticut Lake, Pittsburg",45.15638,-71.17083,,5000.0,,,2006. Google Earth. © Google Earth.,http://bgbaseserver.eeb.uconn.edu/DATABASEIMAGES/CONN00111468.jpg,Ericales,False,0.6187243461608887,False,0.983230471611023,False,0.6705867052078247,True,0.9597276449203492,,,,
175,NHA-551323,703698,urn:uuid:a1750628-9993-408a-80ca-137498d78a89,University of New Hampshire,NHA,Ranunculaceae,Anemone virginiana var. alba (Oakes) Wood,Anemone virginiana var. alba,837718.0,28/7/1972,,1972.0,,United States of America,New Hampshire,Rockingham,Newmarket,"close to Durham Line, at Durham Point",43.06913,-70.95162,WGS84,6336.0,,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,"New Hampshire Political Boundaries at 1:24,000 Scale vector digital data, 1992-01-01 (ending date 2013-04-11); Complex Systems Research Center, University of New Hampshire, Durham, New Hampshire (http://www.granit.sr.unh.edu).",https://bisque.cyverse.org/image_service/00-i8sm8A2A3AWvDTVVKmBb4h,__Other,False,0.9506312608718872,True,0.9931106567382812,True,0.7267899513244629,True,0.999346911907196,,,,
176,NHA-551256,703631,urn:uuid:99862b78-0785-46d5-bb78-c637eb96a714,University of New Hampshire,NHA,Ranunculaceae,Anemone virginiana var. alba (Oakes) Wood,Anemone virginiana var. alba,837718.0,28/6/1899,,1899.0,,United States of America,Maine,Aroostook,Houlton,Meduxnekeag River,46.1403,-67.84277,WGS84,7050.0,,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,"GISVIEW.MEGIS.Metwp24P vector digital data (metwp24p.shp), 03/15/2013; Maine Office of Geographic Information Systems, Augusta, ME (http://www.maine.gov/megis/catalog/).",https://bisque.cyverse.org/image_service/00-dhTjKjimAqrGJ9TSQJYZnK,__Other,False,0.7493472695350647,True,0.6886232495307922,False,0.5852690935134888,True,0.9864889979362488,,,,
177,MAINE00039091,2105172,urn:uuid:2ade9849-229e-464f-9242-a6cd3395dd2b,,MAINE,Ranunculaceae,Anemone virginiana var. alba (Oakes) Wood,Anemone virginiana var. alba,837718.0,22/6/1939,1939-6-22,1939.0,173.0,United States of America,Maine,Aroostook,Fort Fairfield,Grand shore Aroos. R. Below C.P. Sta.,46.77769,-67.85529,WGS84,11685.0,,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,"GISVIEW.MEGIS.Metwp24P vector digital data (metwp24p.shp), 03/15/2013; Maine Office of Geographic Information Systems, Augusta, ME (http://www.maine.gov/megis/catalog/).",https://bisque.cyverse.org/image_service/00-uNECDf266NG5mhv7RQmJMi,__Other,True,0.7716596126556396,False,0.6536498069763184,False,0.8302009701728821,False,0.5916389226913452,,,,
178,MAINE00039285,2105362,urn:uuid:c6af8a32-fd55-4508-9f3a-88e439370e7a,,MAINE,Ranunculaceae,Anemone virginiana L. var. virginiana,Anemone virginiana var. virginiana,837720.0,1/9/1974,1974-9-1,1974.0,244.0,United States of America,Maine,Oxford,Albany,Rattlesnake Mt.,,,,,,,,https://bisque.cyverse.org/image_service/00-VinQddy4u3mnoqfUAxH4Tg,__Other,False,0.7315776348114014,True,0.9265499711036682,True,0.5762735605239868,True,0.8070971965789795,,,,
179,NHA-551326,703701,urn:uuid:98361676-ac07-4387-8537-af645f965dc9,University of New Hampshire,NHA,Ranunculaceae,Anemone virginiana var. alba (Oakes) Wood,Anemone virginiana var. alba,837718.0,1/8/1956,,1956.0,,United States of America,New Hampshire,Cheshire,Surry,Mount Surrey,43.02094,-72.33032,WGS84,5617.0,,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,"New Hampshire Political Boundaries at 1:24,000 Scale vector digital data, 1992-01-01 (ending date 2013-04-11); Complex Systems Research Center, University of New Hampshire, Durham, New Hampshire (http://www.granit.sr.unh.edu).",https://bisque.cyverse.org/image_service/00-CW8Aq5PWSeUdoH4y5kuNW3,__Other,False,0.6692158579826355,True,0.7982957363128662,True,0.8451093435287476,True,0.9776655435562134,,,,
